voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,capacity
3.4277797193877557,0.03372095289839209,8.930633879542919,2.310465689133859,0.32676475031534824,1569.0,0.00012651370299553863,7.357508202182237,0.21365192281282858,0.08553072829481582,2.036185511406049,0.5197338036520014,0.003017333329518636,51.0,-0.005725490196078432,3.8741819885536,1.47771166666667
3.4275019417475727,0.03372970656610378,9.107785329647312,2.3439069474738283,0.3222017873806424,1547.0,0.00012908855850032319,7.342731163633018,0.21292941014906938,0.08448934628480352,2.0397033228244092,0.5237117532486661,0.0029480555322435164,50.0,-0.005768000183105479,3.8561985921528175,1.48078677777778
3.4272448767833983,0.03338332782379414,9.12984462694018,2.347353990110435,0.32137260587904193,1543.0,0.00012819183408943616,7.340788499675518,0.21182745256610952,0.08551706195122052,2.049358007942982,0.5322694759005032,0.002932486131456164,50.0,-0.00583800018310546,3.853588989937515,1.4822964444444402
3.427522984676882,0.033612552784425126,9.07291184249681,2.3394503943284435,0.3132497726779514,1504.0,0.00013218085106383,7.313839138539094,0.21299200073242194,0.08613622532314472,2.0464608062257437,0.5299718165802008,0.0028894722323947485,49.0,-0.006000000000000001,3.8335155186926118,1.4833800000000001
3.427028703094141,0.03328976535367041,9.292504401956103,2.375160225449634,0.31679049484252936,1521.0,0.00013050624589086134,7.325760709259731,0.2118895835876465,0.08418724638086426,2.0331623054963384,0.5201933633231285,0.002757152780956692,47.0,-0.006108510605832363,3.795424271607102,1.48429677777778
3.426981287325813,0.033227367081604425,9.249728963589584,2.3688175229946107,0.31408288377549914,1508.0,0.00013096816976127337,7.317829577917635,0.21156874990463262,0.08472449182197402,2.0361687210658133,0.5230786250915683,0.0027529027758704306,47.0,-0.00613829803466798,3.794232817058065,1.48483866666667
3.4268710280373833,0.03324131201874162,9.329001374247765,2.3827048510455726,0.3122083838060167,1499.0,0.00013222148098732483,7.31183950361728,0.21435744654878655,0.08537196292865006,2.035487423946009,0.5214455880394192,0.0027297361056009928,46.0,-0.006323913242505934,3.7740414148702874,1.48533866666667
3.426947580645162,0.03338762874763033,9.413540823267999,2.3965628388147566,0.3107504393853082,1492.0,0.00013384718498659517,7.305141149183256,0.21415744732795886,0.08611567238306252,2.0411323636472183,0.5268491596459304,0.002726986117892796,46.0,-0.006380434782608696,3.7725980830992336,1.4856721111111102
3.4268792286874152,0.03330484717234301,9.380455789982,2.3916085653893457,0.308042828318278,1479.0,0.00013461798512508455,7.298398265141725,0.21381915039711816,0.08663083596770324,2.046570386948127,0.5305231995400264,0.0027225139066908103,46.0,-0.006423913375191065,3.771437556492057,1.4860471111111102
3.426766666666667,0.03309892435140966,9.343224636612172,2.3854022257440963,0.30762627276950416,1477.0,0.0001337169939065675,7.297044740140905,0.21127173879872196,0.08433910911466838,2.0332448226496496,0.5210995517344303,0.0026317499944898816,45.0,-0.006377778116861977,3.752205430966849,1.48629722222222
3.426747436773753,0.03314512928016068,9.355260265847674,2.387993782912213,0.304710383928087,1463.0,0.00013520164046479835,7.288198007361908,0.21434565088023314,0.08639259574173642,2.043641794747048,0.5291640855218213,0.002669791651831733,45.0,-0.006539999728732643,3.7507786498519815,1.48654722222222
3.4267487302676733,0.033172145282317475,9.373937076921798,2.3917750841691325,0.30366899505615236,1458.0,0.0001359396433470507,7.284088337880679,0.21304565280416735,0.0860838607012268,2.042702172329589,0.5287707378914345,0.002653569452497695,45.0,-0.006522222222222222,3.750379165024634,1.4867972222222199
3.426668253968254,0.03328323433240921,9.44428413279045,2.4043560325012345,0.30179449508666994,1449.0,0.0001374051069703244,7.278582163277223,0.21461086820519487,0.08737361189816074,2.0472255076104755,0.533270124631267,0.002672916649712457,45.0,-0.0066133331298828,3.7492190024193692,1.48700566666667
3.4266355127322785,0.0330707964970983,9.345660034133354,2.3874995686885234,0.3030441617329916,1455.0,0.00013553264604811,7.28133947413564,0.21331739093946372,0.08667224775960324,2.0468090064497084,0.5317582362838635,0.002656833326551649,45.0,-0.006564444647894955,3.7495247404729204,1.48704722222222
3.426800695894224,0.033217510561027,9.366182663780103,2.391220000842368,0.29950343956841363,1438.0,0.00013783031988873432,7.27026629282448,0.21193999938964841,0.08469129395732189,2.034873194830277,0.5236396777730394,0.002581111104753282,44.0,-0.006549999930641864,3.730129343371932,1.48717233333333
3.4267055788005583,0.03315266906921428,9.36473171549767,2.391422857010737,0.2988786062452528,1435.0,0.00013783972125435537,7.26817660648277,0.21094888712565105,0.08483461426819275,2.039502028677574,0.5273278572999982,0.0025689583132002076,44.0,-0.0065613633936101815,3.7291679064957357,1.48717233333333
3.426631118881119,0.03328149050694311,9.440544878212968,2.4040289019888372,0.29846205069647896,1433.0,0.0001389392882065597,7.265382948459001,0.21285111202663842,0.08610758557924068,2.0456256769248293,0.5307147764758792,0.0025919861231909857,44.0,-0.006670454372059204,3.72826155983784,1.48742233333333
3.426777988748242,0.033402379122872895,9.422890217226012,2.4008986138092263,0.29617099517822265,1422.0,0.00014043600562587904,7.259772500177395,0.21386363653703178,0.08480134484925064,2.028784232610947,0.5186200326576279,0.002545319445927938,43.0,-0.006709302503009186,3.708833420599562,1.48750577777778
3.4267843705799153,0.033371521909943774,9.389177250482515,2.396897408579025,0.2949213285319011,1416.0,0.0001406073446327684,7.2541308227117085,0.21430000027743246,0.08518657476607357,2.0322368697125124,0.5206119924875002,0.0025505138905843098,43.0,-0.006737209586210023,3.7084674002902718,1.48763088888889
